-6.198015e+00	2.718411e+00	-2.763873e+00
-7.063326e+00	2.325023e+00	-1.279038e+00
-6.720370e+00	1.997478e+00	-2.611076e+00
-7.146830e+00	1.125452e+00	-1.319679e-01
-4.506739e+00	4.084743e+00	-6.557092e-01
-7.256723e+00	7.200555e-01	-1.205630e+00
-7.286404e+00	1.030494e+00	-8.410201e-01
-6.528175e+00	1.991013e+00	7.493915e-01
-6.884389e+00	2.529284e+00	-3.729507e-01
-6.038194e+00	3.192260e+00	2.766915e-01
-5.177892e+00	4.003418e+00	-1.137900e+00
-6.977557e+00	1.497792e+00	-2.358716e+00
-7.088014e+00	1.999547e+00	-1.798103e+00
-5.498061e+00	3.856985e+00	-6.215179e-01
-7.279443e+00	9.250824e-01	-8.539862e-01
-5.986030e+00	2.381606e+00	1.069698e+00
-5.881339e+00	2.466931e+00	1.096704e+00
-6.852275e+00	1.576805e+00	-2.566098e+00
-6.297025e+00	-9.588039e-01	-1.515527e+00
-4.995765e+00	4.009347e+00	-5.808627e-01
-6.382710e+00	2.591822e+00	5.405218e-01
-6.971892e+00	9.634758e-01	-2.384143e+00
-7.064012e+00	1.954759e+00	-1.987362e-01
-6.265083e+00	3.076325e+00	1.367592e-01
-6.507504e+00	2.881541e+00	-2.135803e+00
-6.948236e+00	1.054619e+00	3.203357e-01
-6.851071e+00	1.189754e+00	4.939341e-01
-7.238240e+00	6.063128e-01	-9.843062e-01
-6.736141e+00	1.625545e+00	-2.730315e+00
-7.151404e+00	6.122446e-01	-3.524139e-01
-6.401388e+00	3.229549e+00	-1.610010e+00
-7.193511e+00	1.364157e+00	-1.821505e+00
-5.583501e+00	3.853010e+00	-9.357804e-01
-6.979195e+00	-1.293423e-01	-9.539443e-01
-5.921487e+00	2.825004e+00	8.084372e-01
-7.028375e+00	2.336046e+00	-1.517955e+00
-6.403972e+00	2.206373e+00	7.847994e-01
-5.008528e+00	3.955317e+00	-3.427662e-01
-6.132406e+00	2.837062e+00	-2.721942e+00
-6.713250e+00	1.821617e+00	-2.700215e+00
-4.956447e+00	4.029277e+00	-6.549499e-01
-6.686960e+00	2.576300e+00	7.749141e-02
-5.923163e+00	-6.490887e-01	-2.715942e+00
-5.950197e+00	3.605046e+00	-1.565119e+00
-6.602432e+00	3.086764e+00	-9.679485e-01
-6.152443e+00	3.183190e+00	-2.257788e+00
-6.791579e+00	1.765794e-01	-2.352640e+00
-7.134725e+00	2.091526e+00	-6.972965e-01
-7.006058e+00	2.042664e+00	-1.069612e-01
-6.530929e+00	1.469672e-01	-2.733262e+00
-6.655873e+00	2.826996e+00	-2.342631e-01
-7.005492e+00	2.276050e+00	-1.741177e+00
-7.277980e+00	1.516464e+00	-9.135246e-01
-6.880389e+00	-2.916172e-01	-8.178652e-01
-6.831540e+00	2.755571e+00	-7.772883e-01
-7.207828e+00	7.927463e-01	-4.575759e-01
-4.573358e+00	4.096174e+00	-7.842019e-01
-6.250778e+00	2.834522e+00	4.685410e-01
-6.214830e+00	3.287491e+00	-1.945230e+00
-6.347776e+00	3.267289e+00	-1.661324e+00
-6.690925e+00	2.090548e+00	-2.604322e+00
