-1.114675e+01	-7.312701e-01	-2.573262e+00
-1.065095e+01	-1.224053e+00	-3.819653e+00
-1.107724e+01	-3.656664e+00	-3.079772e+00
-1.107409e+01	-4.768136e-01	-1.936426e+00
-1.119595e+01	-1.388008e+00	-3.233816e+00
-1.166737e+01	-2.882381e+00	-1.818813e+00
-1.169860e+01	-2.268057e+00	-2.217689e+00
-1.152990e+01	-3.135893e+00	-2.479929e+00
-1.123883e+01	-2.051888e+00	-3.426976e+00
-1.132511e+01	-1.058682e+00	-1.059706e+00
-1.078888e+01	-5.164185e-01	-3.005453e+00
-1.154399e+01	-1.469904e+00	-1.277710e+00
-1.131397e+01	-1.171848e+00	-2.800173e+00
-1.101626e+01	-2.722442e+00	-3.696896e+00
-1.100598e+01	-2.275233e+00	-3.753469e+00
-1.154163e+01	-3.020773e+00	-1.110067e+00
-1.106528e+01	-3.882443e+00	-2.806750e+00
-1.062581e+01	-4.551357e+00	-1.404535e+00
-1.120646e+01	-6.510136e-01	-1.844477e+00
-1.083362e+01	-7.647847e-01	-3.256429e+00
-1.163695e+01	-1.783597e+00	-1.364107e+00
-1.170373e+01	-2.650365e+00	-1.788467e+00
-1.056909e+01	-1.013733e+00	-3.767126e+00
-1.076608e+01	-7.634756e-01	-3.347023e+00
-1.168153e+01	-2.646625e+00	-2.200877e+00
-1.164961e+01	-2.963870e+00	-1.879303e+00
-1.169842e+01	-2.285002e+00	-2.220526e+00
-1.156923e+01	-2.830503e+00	-2.616727e+00
-1.126713e+01	-1.459459e+00	-3.153197e+00
-1.079477e+01	-1.471086e+00	-3.800361e+00
-1.083854e+01	-4.386655e+00	-2.113389e+00
-1.122001e+01	-3.745801e+00	-2.629380e+00
-1.079120e+01	-4.913126e-01	-2.961903e+00
-1.159237e+01	-1.478439e+00	-2.078237e+00
-1.088782e+01	-4.342813e+00	-1.603708e+00
-1.080605e+01	-4.361034e+00	-2.396255e+00
-1.160670e+01	-3.122092e+00	-1.724441e+00
-1.143295e+01	-1.252003e+00	-2.539041e+00
-1.139881e+01	-1.669507e+00	-3.011734e+00
-1.123071e+01	-3.237230e+00	-3.169767e+00
-1.132836e+01	-3.546235e+00	-2.627940e+00
-1.162037e+01	-1.541412e+00	-1.785972e+00
-1.084382e+01	-9.706374e-01	-3.439185e+00
-1.116712e+01	-9.634770e-01	-2.897743e+00
-1.128592e+01	-2.516542e+00	-3.360532e+00
-1.034009e+01	-8.837886e-01	-3.868567e+00
-1.149567e+01	-1.216315e+00	-2.125198e+00
-1.122547e+01	-1.660929e+00	-3.332963e+00
-1.096397e+01	-3.726511e-01	-2.160205e+00
-1.095202e+01	-2.831018e+00	-3.744360e+00
-1.085669e+01	-2.675655e+00	-3.880480e+00
-1.092299e+01	-4.306264e+00	-1.604969e+00
-1.119899e+01	-2.953452e+00	-3.377846e+00
-1.123492e+01	-7.077553e-01	-1.617820e+00
-1.130873e+01	-3.782533e+00	-2.129235e+00
-1.134187e+01	-9.048769e-01	-1.505522e+00
-1.107701e+01	-3.999158e+00	-2.549152e+00
-1.117180e+01	-6.401359e-01	-2.195543e+00
-1.069117e+01	-2.646562e+00	-4.038831e+00
-1.154143e+01	-2.822058e+00	-2.714187e+00
-1.170921e+01	-2.364233e+00	-2.124204e+00
-1.100029e+01	-1.714765e+00	-3.665725e+00
-1.089256e+01	-2.804692e-01	-1.629662e+00
-1.088239e+01	-4.864514e-01	-2.773634e+00
-1.114205e+01	-1.424045e+00	-3.343998e+00
-1.154785e+01	-3.188567e+00	-2.312152e+00
-1.071797e+01	-9.147862e-01	-3.543344e+00
-1.099504e+01	-9.717895e-01	-3.226470e+00
-1.075677e+01	-4.432627e+00	-1.377953e+00
-1.169866e+01	-2.688264e+00	-1.902473e+00
-1.169856e+01	-1.926444e+00	-1.828702e+00
-1.061989e+01	-4.532142e+00	-2.377935e+00
-1.125300e+01	-3.435391e+00	-2.960140e+00
-1.086560e+01	-8.821495e-01	-3.331277e+00
-1.154378e+01	-3.077169e+00	-2.493477e+00
-1.163822e+01	-2.996448e+00	-1.684604e+00
-1.150525e+01	-1.288307e+00	-1.406878e+00
-1.125301e+01	-7.707539e-01	-2.232766e+00
-1.165656e+01	-1.693218e+00	-1.924664e+00
-1.167079e+01	-2.674816e+00	-1.417843e+00
-1.163927e+01	-1.642398e+00	-2.038246e+00
-1.151153e+01	-3.388712e+00	-2.018067e+00
-1.097986e+01	-3.854539e+00	-3.022761e+00
-1.143968e+01	-1.100175e+00	-2.174014e+00
-1.099027e+01	-4.002375e-01	-2.147376e+00
-1.147082e+01	-1.373120e+00	-1.104449e+00
-1.116693e+01	-7.791437e-01	-2.608991e+00
-1.081389e+01	-4.416867e+00	-2.060243e+00
-1.102766e+01	-2.092369e+00	-3.715983e+00
-1.038922e+01	-9.610678e-01	-3.883569e+00
-1.053030e+01	-1.995407e+00	-4.169950e+00
-1.126126e+01	-2.409372e+00	-3.410370e+00
-1.054146e+01	-4.602159e+00	-2.342332e+00
-1.155387e+01	-2.097205e+00	-2.794653e+00
-1.075500e+01	-1.784804e+00	-3.944040e+00
-1.116409e+01	-2.822735e+00	-3.477422e+00
-1.131818e+01	-3.726174e+00	-1.387534e+00
-1.155403e+01	-1.829136e+00	-2.691472e+00
-1.168993e+01	-2.135900e+00	-2.244762e+00
-1.162781e+01	-3.039496e+00	-1.691319e+00
-1.115292e+01	-7.300530e-01	-2.550656e+00
-1.083467e+01	-4.059328e+00	-2.995672e+00
-1.143177e+01	-3.010284e+00	-2.899792e+00
-1.053276e+01	-1.310722e+00	-3.966341e+00
-1.168600e+01	-2.563964e+00	-1.441132e+00
-1.083799e+01	-3.667492e+00	-3.432354e+00
-1.125805e+01	-8.861035e-01	-2.525025e+00
-1.168946e+01	-2.171818e+00	-1.410695e+00
-1.156625e+01	-1.390671e+00	-2.059300e+00
-1.161952e+01	-2.904539e+00	-2.332337e+00
