1 2 -1.098 -4.37938 1.19578 -1.06077 0.984894 2.18819 1.7457
2 1 2.196 -0.674423 -0.286111 -3.98558 -2.44478 0.216921 3.15894
3 2 -1.098 -2.33984 0.532876 -3.89671 0.403946 -1.109 2.37954
4 2 -1.098 -0.198043 -2.05758 -3.93375 -1.98223 -0.190043 2.59214
5 1 2.196 -0.681644 -0.301648 -0.581472 0.0683402 -3.81659 -0.206458
6 2 -1.098 -2.47603 -0.248499 -1.42286 4.20499 -2.74941 9.85752
7 2 -1.098 -1.38401 1.36173 0.171484 5.44341 3.20305 -2.60786
8 2 -1.098 -0.411715 -2.12758 -1.25303 -1.71604 -7.23743 3.1419
9 1 2.196 -2.94731 -2.67301 1.41508 0.4414 -3.82126 -0.518544
10 1 2.196 -0.460764 -1.40136 2.28379 -2.60984 0.953151 -2.02848
11 2 -1.098 -1.85557 -1.09224 0.869527 -1.18912 3.19577 -2.12133
12 2 -1.098 -0.672009 0.516441 2.6354 -1.40687 -0.0959907 -3.78604
13 2 -1.098 0.169397 -2.99867 1.4702 -6.40497 -4.17674 -2.43519
14 2 -1.098 -2.01385 -2.35954 2.9599 2.93654 0.852286 1.8515
15 2 -1.098 0.973545 0.460331 -4.41838 4.41252 -0.665777 -3.95657
16 1 2.196 -3.15498 1.2841 -2.40371 0.319485 1.11732 3.09075
17 1 2.196 -0.97731 3.21025 -0.56721 1.32615 -1.38181 0.939932
18 2 -1.098 -2.15741 2.85274 -1.9386 6.58061 0.648505 -1.89462
19 2 -1.098 0.80675 2.25179 -0.526441 1.74796 6.50266 1.82968
20 1 2.196 -3.59875 0.0974437 0.206131 -3.03777 -1.79218 -0.286291
21 1 2.196 -1.77487 2.06782 2.29427 -1.6678 -1.31549 0.116562
22 2 -1.098 -3.24947 1.14453 1.76303 -14.1434 -1.73398 -2.98519
23 2 -1.098 -4.25347 -1.57962 0.7413 4.47659 1.95336 -0.760479
24 2 -1.098 1.34328 2.07137 2.11466 -2.31192 3.99005 0.70347
25 2 -1.098 -0.836987 2.53359 3.83722 0.0822393 3.54972 -4.78904
26 2 -1.098 0.324758 -4.45072 -1.76139 -3.35864 4.88236 2.82337
27 2 -1.098 2.11019 -1.49432 -2.93207 1.22925 -2.72685 -4.25335
28 1 2.196 0.829367 -2.85688 -2.53715 0.170552 4.18833 1.68742
29 1 2.196 2.52918 -1.39131 0.337713 1.60191 2.76498 0.847101
30 2 -1.098 1.85081 -2.85865 -0.722994 -11.2265 -3.30987 -9.11857
31 2 -1.098 2.52448 0.209241 -0.834774 1.10011 0.560542 -5.56224
32 1 2.196 -0.154082 -3.70445 -0.204282 -0.599278 -1.18776 0.381928
33 1 2.196 2.84349 -0.744142 3.245 0.614964 -0.932135 2.01766
34 2 -1.098 3.07845 -2.16259 2.08537 2.84169 4.42197 6.83238
35 2 -1.098 -1.97264 -3.73944 0.259846 0.618729 -1.93917 1.43626
36 2 -1.098 3.06471 0.088978 1.50668 0.667259 3.01542 -6.53313
37 2 -1.098 2.34613 0.736653 4.25083 -6.42742 1.67026 -1.44228
38 1 2.196 1.95187 0.364368 -2.74512 0.13917 1.25169 -3.00282
39 1 2.196 1.85462 3.56082 -1.54589 2.82012 -1.84186 -1.85672
40 2 -1.098 2.34978 2.16961 -2.68616 4.1573 5.42318 0.684884
41 2 -1.098 -0.00982074 0.16622 -2.18642 3.419 0.893101 -3.37399
42 1 2.196 2.23132 1.596 0.584605 2.66625 1.09867 1.7346
43 2 -1.098 3.05239 3.15269 -0.16347 -0.226308 -0.564674 -5.10922
44 2 -1.098 0.716933 -0.649188 0.696631 0.609037 0.902659 4.26278
45 1 2.196 0.684504 1.31123 3.63659 0.877322 -4.05443 0.442514
46 2 -1.098 1.04963 -1.02469 3.3356 4.03945 2.74374 1.90303
47 2 -1.098 0.297054 4.45418 -1.42807 1.19578 3.46717 0.187033
48 2 -1.098 -1.53603 3.55591 1.2078 -2.81071 -1.97877 -1.0022
