1 2 -1.098 -8.80395 -2.31061 -1.83612 -2.35504 1.81556 -0.400014
2 2 -1.098 -8.68822 -3.05236 1.62786 9.7031 2.84685 2.62618
3 2 -1.098 -8.73584 1.90571 -0.647746 -1.64017 -3.6132 3.71582
4 2 -1.098 -8.81266 1.5794 2.6524 2.30568 -6.33274 -3.2163
5 1 2.196 -5.45951 -5.73631 -3.62412 -0.503701 3.72295 1.89209
6 2 -1.098 -6.66841 -2.19381 -4.62602 -2.29729 2.16625 -4.19642
7 2 -1.098 -4.49867 -7.2309 -3.58723 -5.48337 -4.23397 4.07099
8 1 2.196 -5.95647 -5.07866 -0.6107 -1.2267 3.28053 -5.11598
9 2 -1.098 -7.10888 -4.87204 -3.60388 -2.40847 -3.66384 1.58234
10 2 -1.098 -7.2279 -3.85659 -1.02501 -2.5315 2.66839 5.07044
11 2 -1.098 -5.33723 -6.64673 -1.56759 -1.35585 -4.82342 1.33522
12 1 2.196 -5.63015 -5.65027 2.21231 3.10265 2.88304 0.777006
13 2 -1.098 -6.73062 -6.01234 0.756812 0.29299 1.46465 0.282714
14 2 -1.098 -6.53433 -1.84986 3.68355 -3.15426 -4.38065 -1.46826
15 2 -1.098 -4.32109 -7.00033 2.06762 -4.9845 -3.44699 -3.74892
16 1 2.196 -6.84691 -4.98948 4.95234 -1.90193 -3.46813 1.52562
17 2 -1.098 -6.81934 -4.42703 3.11534 0.291552 -1.49951 3.80023
18 2 -1.098 -5.89885 -6.47336 4.05333 3.28295 -6.60347 -4.01111
19 1 2.196 -6.03002 -1.20431 -6.49375 2.39323 1.6594 1.78823
20 2 -1.098 -7.46493 -0.152263 -6.22761 -3.61077 -1.96693 -0.304132
21 2 -1.098 -2.35247 -1.34984 -8.14285 0.706723 -4.20896 -2.79671
22 1 2.196 -5.57222 -0.986244 -3.67223 0.478658 -1.89366 0.042232
23 2 -1.098 -4.6275 -2.4407 -6.61514 -3.15775 2.89709 2.36962
24 2 -1.098 -6.83572 0.496913 -3.66073 -4.50917 0.673232 -0.0212328
25 2 -1.098 -4.09488 -2.29764 -3.82784 0.900106 -5.16808 -9.08501
26 1 2.196 -7.54335 -3.12613 -2.94209 0.882904 4.01462 1.98156
27 1 2.196 -5.51885 -0.915973 -0.671122 -1.15922 -0.472215 -1.28308
28 2 -1.098 -6.44597 -1.75111 -2.19298 6.06342 -6.2079 4.99975
29 2 -1.098 -6.82664 0.453551 -0.833863 -6.58047 0.413836 -2.42561
30 2 -1.098 -4.31788 -2.48701 -0.780782 3.1606 3.68885 4.15317
31 1 2.196 -8.2843 -2.35223 -0.0139013 1.80194 6.73498 5.78841
32 1 2.196 -5.48913 -1.07696 2.30165 6.20836 -0.140156 -2.55376
33 2 -1.098 -6.46137 -1.7868 0.837134 3.99017 -2.08273 9.66312
34 2 -1.098 -6.68109 0.440709 2.37977 2.27758 6.51222 -2.45376
35 2 -1.098 -4.14603 -2.38721 2.29271 0.333562 -3.1979 3.5162
36 1 2.196 -8.14252 -2.7527 3.38898 3.7408 -0.486637 -3.9195
37 1 2.196 -5.53078 -1.25399 5.40984 -3.12649 1.11074 -1.03471
38 2 -1.098 -8.7579 -0.952099 3.77725 -4.81936 -0.998501 2.60181
39 2 -1.098 -6.73886 0.125029 5.35337 -2.3825 -3.08454 5.74624
40 2 -1.098 -4.62857 -2.94048 5.22975 3.93215 11.0329 -2.29928
41 2 -1.098 -8.21751 -3.73689 4.89103 -6.60966 -0.296957 -3.29961
42 2 -1.098 -3.62872 -3.20193 7.79897 3.68663 0.114433 -0.735984
